product_id,product_title,categories,reviews.text,rating,sentiment
3523465,Yoga Mat,Sports & Outdoors,"Average product, nothing stands out.",3,Neutral
4257420,Multivitamin Pack,Health & Personal Care,Poor quality and broke quickly.,2,Negative
3900407,Portable Power Bank,Electronics,"Could be better, but acceptable.",3,Neutral
4257420,Multivitamin Pack,Health & Personal Care,Easy to use and durable.,5,Positive
7307260,Natural Shampoo Set,Beauty,"Not bad, but has some issues.",3,Neutral
4716121,Long-Wear Matte Lipstick,Beauty,"Average product, nothing stands out.",3,Neutral
7686351,Hand Sanitizer Gel,Health & Personal Care,Highly recommend. Excellent quality.,5,Positive
5237618,LED Desk Lamp,Home & Kitchen,"It's okay, nothing special.",4,Positive
8129390,Mystery Thriller Novel,Books,Exactly what I needed!,5,Positive
4795734,Children's Picture Book,Books,"Average product, nothing stands out.",4,Positive
4716121,Long-Wear Matte Lipstick,Beauty,Exactly what I needed!,5,Positive
4589130,Stainless Steel Blender,Home & Kitchen,Fast shipping and great packaging.,5,Positive
6224586,Leather Crossbody Bag,Fashion,Very disappointed with this item.,1,Negative
9274176,Board Game Bundle,Toys & Games,"It's okay, nothing special.",4,Positive
4716121,Long-Wear Matte Lipstick,Beauty,I'm very satisfied with this purchase.,4,Positive
9263650,Slim Fit Denim Jeans,Fashion,"Works, but not as described.",3,Neutral
6215130,Noise-Canceling Headphones,Electronics,Would not recommend to anyone.,2,Negative
9757659,LEGO Building Kit,Toys & Games,Great product! Works perfectly.,4,Positive
4515506,Wooden Puzzle Set,Toys & Games,Great product! Works perfectly.,5,Positive
9274176,Board Game Bundle,Toys & Games,"Could be better, but acceptable.",3,Neutral
7882388,Non-Stick Frying Pan,Home & Kitchen,Highly recommend. Excellent quality.,4,Positive
3523465,Yoga Mat,Sports & Outdoors,Worst purchase I've made.,1,Negative
4795734,Children's Picture Book,Books,"Does the job, but not impressed.",3,Neutral
6215130,Noise-Canceling Headphones,Electronics,Top-notch build and performance.,5,Positive
4657153,Remote Control Car,Toys & Games,I'm very satisfied with this purchase.,5,Positive
6215130,Noise-Canceling Headphones,Electronics,Great product! Works perfectly.,5,Positive
4657153,Remote Control Car,Toys & Games,"Terrible experience, do not buy.",2,Negative
5237618,LED Desk Lamp,Home & Kitchen,Fast shipping and great packaging.,4,Positive
2738409,Winter Wool Scarf,Fashion,Top-notch build and performance.,5,Positive
8261104,Water Bottle,Sports & Outdoors,"Does the job, but not impressed.",3,Neutral
4716121,Long-Wear Matte Lipstick,Beauty,"Works, but not as described.",3,Neutral
2738409,Winter Wool Scarf,Fashion,Exactly what I needed!,5,Positive
6224586,Leather Crossbody Bag,Fashion,Very disappointed with this item.,1,Negative
6224586,Leather Crossbody Bag,Fashion,Exactly what I needed!,5,Positive
6215130,Noise-Canceling Headphones,Electronics,Well worth the price!,5,Positive
7686351,Hand Sanitizer Gel,Health & Personal Care,I'm very satisfied with this purchase.,4,Positive
4442583,Hydrating Facial Serum,Beauty,Poor quality and broke quickly.,2,Negative
4657153,Remote Control Car,Toys & Games,Fast shipping and great packaging.,4,Positive
8129390,Mystery Thriller Novel,Books,Easy to use and durable.,5,Positive
2738409,Winter Wool Scarf,Fashion,Top-notch build and performance.,5,Positive
2738409,Winter Wool Scarf,Fashion,Exactly what I needed!,4,Positive
4442583,Hydrating Facial Serum,Beauty,Great product! Works perfectly.,4,Neutral
4257420,Multivitamin Pack,Health & Personal Care,Fast shipping and great packaging.,5,Positive
4442583,Hydrating Facial Serum,Beauty,"Terrible experience, do not buy.",2,Neutral
3628113,Hiking Backpack,Sports & Outdoors,Fast shipping and great packaging.,5,Positive
6843264,Memory Foam Pillow,Health & Personal Care,Well worth the price!,5,Positive
4795734,Children's Picture Book,Books,Great product! Works perfectly.,4,Positive
260609,Resistance Exercise Bands,Sports & Outdoors,Great product! Works perfectly.,5,Positive
7307260,Natural Shampoo Set,Beauty,Great product! Works perfectly.,5,Positive
9640962,Electric Toothbrush,Health & Personal Care,"Terrible experience, do not buy.",2,Negative
4515506,Wooden Puzzle Set,Toys & Games,"Does the job, but not impressed.",4,Positive
964279,Smartwatch Fitness Tracker,Electronics,"Average product, nothing stands out.",4,Positive
2765144,Ceramic Coffee Mug,Home & Kitchen,Exactly what I needed!,5,Positive
6843264,Memory Foam Pillow,Health & Personal Care,"It's okay, nothing special.",3,Neutral
2738409,Winter Wool Scarf,Fashion,Fast shipping and great packaging.,4,Neutral
7882388,Non-Stick Frying Pan,Home & Kitchen,"Works, but not as described.",3,Neutral
9263650,Slim Fit Denim Jeans,Fashion,"It's okay, nothing special.",2,Negative
8129390,Mystery Thriller Novel,Books,"Does the job, but not impressed.",4,Neutral
2738409,Winter Wool Scarf,Fashion,Great product! Works perfectly.,4,Neutral
5413704,Cookbook with Recipes,Books,Very disappointed with this item.,2,Negative
3900407,Portable Power Bank,Electronics,"Works, but not as described.",3,Neutral
3628113,Hiking Backpack,Sports & Outdoors,Highly recommend. Excellent quality.,4,Neutral
4442583,Hydrating Facial Serum,Beauty,I'm very satisfied with this purchase.,4,Positive
260609,Resistance Exercise Bands,Sports & Outdoors,Great product! Works perfectly.,4,Positive
8261104,Water Bottle,Sports & Outdoors,"Works, but not as described.",3,Neutral
260609,Resistance Exercise Bands,Sports & Outdoors,Highly recommend. Excellent quality.,4,Positive
964279,Smartwatch Fitness Tracker,Electronics,I'm very satisfied with this purchase.,5,Positive
4442583,Hydrating Facial Serum,Beauty,Poor quality and broke quickly.,2,Negative
964279,Smartwatch Fitness Tracker,Electronics,I'm very satisfied with this purchase.,5,Positive
8129390,Mystery Thriller Novel,Books,Packaging was damaged and product didn't function.,1,Negative
2180003,Casual Cotton T-Shirt,Fashion,Exactly what I needed!,4,Neutral
8129390,Mystery Thriller Novel,Books,Would not recommend to anyone.,2,Negative
9640962,Electric Toothbrush,Health & Personal Care,Highly recommend. Excellent quality.,5,Positive
9274176,Board Game Bundle,Toys & Games,"It's okay, nothing special.",2,Neutral
4795734,Children's Picture Book,Books,Fast shipping and great packaging.,4,Positive
4589130,Stainless Steel Blender,Home & Kitchen,I'm very satisfied with this purchase.,4,Positive
5316444,Self-Help Motivational Book,Books,"It's okay, nothing special.",4,Neutral
260609,Resistance Exercise Bands,Sports & Outdoors,Exactly what I needed!,4,Neutral
3786675,Anti-Aging Night Cream,Beauty,Great product! Works perfectly.,5,Positive
4589130,Stainless Steel Blender,Home & Kitchen,Highly recommend. Excellent quality.,4,Neutral
7307260,Natural Shampoo Set,Beauty,"It's okay, nothing special.",4,Positive
4442583,Hydrating Facial Serum,Beauty,I'm very satisfied with this purchase.,4,Positive
7882388,Non-Stick Frying Pan,Home & Kitchen,"Not bad, but has some issues.",3,Neutral
8129390,Mystery Thriller Novel,Books,Would not recommend to anyone.,2,Negative
964279,Smartwatch Fitness Tracker,Electronics,"Does the job, but not impressed.",2,Negative
260609,Resistance Exercise Bands,Sports & Outdoors,Exactly what I needed!,5,Positive
8261104,Water Bottle,Sports & Outdoors,"It's okay, nothing special.",4,Positive
9640962,Electric Toothbrush,Health & Personal Care,I'm very satisfied with this purchase.,5,Positive
8129390,Mystery Thriller Novel,Books,"Works, but not as described.",3,Neutral
5316444,Self-Help Motivational Book,Books,Would not recommend to anyone.,1,Negative
9757659,LEGO Building Kit,Toys & Games,"Could be better, but acceptable.",3,Neutral
2738409,Winter Wool Scarf,Fashion,Poor quality and broke quickly.,2,Neutral
4515506,Wooden Puzzle Set,Toys & Games,I'm very satisfied with this purchase.,5,Positive
9640962,Electric Toothbrush,Health & Personal Care,Fast shipping and great packaging.,4,Positive
4657153,Remote Control Car,Toys & Games,Exactly what I needed!,4,Positive
964279,Smartwatch Fitness Tracker,Electronics,Easy to use and durable.,5,Positive
3900407,Portable Power Bank,Electronics,Exactly what I needed!,5,Positive
3786675,Anti-Aging Night Cream,Beauty,I'm very satisfied with this purchase.,5,Positive
5413704,Cookbook with Recipes,Books,Highly recommend. Excellent quality.,5,Positive
2180003,Casual Cotton T-Shirt,Fashion,Easy to use and durable.,5,Positive
9640962,Electric Toothbrush,Health & Personal Care,Poor quality and broke quickly.,1,Negative
7882388,Non-Stick Frying Pan,Home & Kitchen,Great product! Works perfectly.,4,Positive
9757659,LEGO Building Kit,Toys & Games,I'm very satisfied with this purchase.,4,Positive
3786675,Anti-Aging Night Cream,Beauty,"Average product, nothing stands out.",3,Neutral
4515506,Wooden Puzzle Set,Toys & Games,Highly recommend. Excellent quality.,5,Positive
4657153,Remote Control Car,Toys & Games,Poor quality and broke quickly.,2,Negative
2765144,Ceramic Coffee Mug,Home & Kitchen,"It's okay, nothing special.",4,Positive
4657153,Remote Control Car,Toys & Games,Would not recommend to anyone.,2,Negative
4795734,Children's Picture Book,Books,Poor quality and broke quickly.,1,Negative
3523465,Yoga Mat,Sports & Outdoors,Poor quality and broke quickly.,2,Negative
4257420,Multivitamin Pack,Health & Personal Care,Easy to use and durable.,5,Positive
5316444,Self-Help Motivational Book,Books,"Does the job, but not impressed.",3,Neutral
5237618,LED Desk Lamp,Home & Kitchen,Highly recommend. Excellent quality.,4,Neutral
3523465,Yoga Mat,Sports & Outdoors,"Average product, nothing stands out.",4,Positive
4716121,Long-Wear Matte Lipstick,Beauty,I'm very satisfied with this purchase.,5,Positive
4795734,Children's Picture Book,Books,"It's okay, nothing special.",2,Negative
4795734,Children's Picture Book,Books,Highly recommend. Excellent quality.,4,Positive
4795734,Children's Picture Book,Books,Exactly what I needed!,4,Positive
5413704,Cookbook with Recipes,Books,"Does the job, but not impressed.",4,Neutral
7882388,Non-Stick Frying Pan,Home & Kitchen,Highly recommend. Excellent quality.,4,Neutral
260609,Resistance Exercise Bands,Sports & Outdoors,Fast shipping and great packaging.,4,Positive
2738409,Winter Wool Scarf,Fashion,"Average product, nothing stands out.",3,Neutral
7307260,Natural Shampoo Set,Beauty,Well worth the price!,5,Positive
5413704,Cookbook with Recipes,Books,"It's okay, nothing special.",2,Negative
3523465,Yoga Mat,Sports & Outdoors,"Average product, nothing stands out.",4,Positive
5237618,LED Desk Lamp,Home & Kitchen,"Terrible experience, do not buy.",2,Negative
5237618,LED Desk Lamp,Home & Kitchen,"Works, but not as described.",3,Neutral
2402283,Wireless Bluetooth Earbuds,Electronics,"Does the job, but not impressed.",3,Neutral
964279,Smartwatch Fitness Tracker,Electronics,"Average product, nothing stands out.",4,Positive
6843264,Memory Foam Pillow,Health & Personal Care,"It's okay, nothing special.",2,Neutral
4515506,Wooden Puzzle Set,Toys & Games,Well worth the price!,5,Positive
8129390,Mystery Thriller Novel,Books,"Does the job, but not impressed.",4,Neutral
9757659,LEGO Building Kit,Toys & Games,"Not bad, but has some issues.",3,Neutral
2402283,Wireless Bluetooth Earbuds,Electronics,Top-notch build and performance.,5,Positive
7882388,Non-Stick Frying Pan,Home & Kitchen,Fast shipping and great packaging.,5,Positive
6843264,Memory Foam Pillow,Health & Personal Care,"Does the job, but not impressed.",4,Positive
4257420,Multivitamin Pack,Health & Personal Care,"Average product, nothing stands out.",4,Positive
7686351,Hand Sanitizer Gel,Health & Personal Care,Exactly what I needed!,5,Positive
4657153,Remote Control Car,Toys & Games,Poor quality and broke quickly.,2,Negative
2738409,Winter Wool Scarf,Fashion,Exactly what I needed!,4,Positive
6843264,Memory Foam Pillow,Health & Personal Care,Well worth the price!,5,Positive
2738409,Winter Wool Scarf,Fashion,"Average product, nothing stands out.",4,Positive
4716121,Long-Wear Matte Lipstick,Beauty,Great product! Works perfectly.,4,Positive
3786675,Anti-Aging Night Cream,Beauty,"It's okay, nothing special.",4,Positive
3900407,Portable Power Bank,Electronics,Highly recommend. Excellent quality.,5,Positive
3523465,Yoga Mat,Sports & Outdoors,"It's okay, nothing special.",2,Negative
9274176,Board Game Bundle,Toys & Games,Highly recommend. Excellent quality.,4,Positive
7882388,Non-Stick Frying Pan,Home & Kitchen,"It's okay, nothing special.",4,Positive
3900407,Portable Power Bank,Electronics,"Average product, nothing stands out.",4,Positive
4795734,Children's Picture Book,Books,Decent value for the money.,3,Neutral
4515506,Wooden Puzzle Set,Toys & Games,"It's okay, nothing special.",2,Neutral
4515506,Wooden Puzzle Set,Toys & Games,Not as shown online.,1,Negative
9263650,Slim Fit Denim Jeans,Fashion,I'm very satisfied with this purchase.,4,Neutral
6215130,Noise-Canceling Headphones,Electronics,Exactly what I needed!,4,Positive
4515506,Wooden Puzzle Set,Toys & Games,Would not recommend to anyone.,2,Negative
9757659,LEGO Building Kit,Toys & Games,Exactly what I needed!,5,Positive
2738409,Winter Wool Scarf,Fashion,"Does the job, but not impressed.",3,Neutral
4657153,Remote Control Car,Toys & Games,Great product! Works perfectly.,4,Positive
2765144,Ceramic Coffee Mug,Home & Kitchen,Exactly what I needed!,4,Neutral
6843264,Memory Foam Pillow,Health & Personal Care,"Could be better, but acceptable.",3,Neutral
2180003,Casual Cotton T-Shirt,Fashion,"It's okay, nothing special.",4,Positive
9757659,LEGO Building Kit,Toys & Games,Not as shown online.,1,Negative
6843264,Memory Foam Pillow,Health & Personal Care,"Works, but not as described.",3,Neutral
7307260,Natural Shampoo Set,Beauty,Well worth the price!,5,Positive
3628113,Hiking Backpack,Sports & Outdoors,"Does the job, but not impressed.",2,Negative
9274176,Board Game Bundle,Toys & Games,"Average product, nothing stands out.",3,Neutral
2402283,Wireless Bluetooth Earbuds,Electronics,Top-notch build and performance.,5,Positive
7686351,Hand Sanitizer Gel,Health & Personal Care,"Average product, nothing stands out.",3,Neutral
7882388,Non-Stick Frying Pan,Home & Kitchen,"Does the job, but not impressed.",4,Positive
4716121,Long-Wear Matte Lipstick,Beauty,Exactly what I needed!,4,Positive
2402283,Wireless Bluetooth Earbuds,Electronics,Great product! Works perfectly.,5,Positive
9640962,Electric Toothbrush,Health & Personal Care,"Average product, nothing stands out.",4,Positive
4515506,Wooden Puzzle Set,Toys & Games,Poor quality and broke quickly.,2,Negative
964279,Smartwatch Fitness Tracker,Electronics,Highly recommend. Excellent quality.,5,Positive
4589130,Stainless Steel Blender,Home & Kitchen,Exactly what I needed!,5,Positive
4257420,Multivitamin Pack,Health & Personal Care,Exactly what I needed!,5,Positive
4515506,Wooden Puzzle Set,Toys & Games,Highly recommend. Excellent quality.,4,Positive
9274176,Board Game Bundle,Toys & Games,Top-notch build and performance.,5,Positive
4657153,Remote Control Car,Toys & Games,I'm very satisfied with this purchase.,5,Positive
3900407,Portable Power Bank,Electronics,"It's okay, nothing special.",3,Neutral
4515506,Wooden Puzzle Set,Toys & Games,Poor quality and broke quickly.,2,Negative
7307260,Natural Shampoo Set,Beauty,"Terrible experience, do not buy.",2,Negative
4257420,Multivitamin Pack,Health & Personal Care,Highly recommend. Excellent quality.,4,Neutral
9757659,LEGO Building Kit,Toys & Games,Very disappointed with this item.,1,Negative
9274176,Board Game Bundle,Toys & Games,Not as shown online.,1,Negative
9263650,Slim Fit Denim Jeans,Fashion,Well worth the price!,5,Positive
4657153,Remote Control Car,Toys & Games,Well worth the price!,5,Positive
3900407,Portable Power Bank,Electronics,"Does the job, but not impressed.",4,Neutral
2765144,Ceramic Coffee Mug,Home & Kitchen,Not as shown online.,1,Negative
7882388,Non-Stick Frying Pan,Home & Kitchen,"Average product, nothing stands out.",3,Neutral
9640962,Electric Toothbrush,Health & Personal Care,Highly recommend. Excellent quality.,4,Positive
8129390,Mystery Thriller Novel,Books,I'm very satisfied with this purchase.,5,Positive
4716121,Long-Wear Matte Lipstick,Beauty,"Does the job, but not impressed.",4,Positive
9274176,Board Game Bundle,Toys & Games,Top-notch build and performance.,5,Positive
3523465,Yoga Mat,Sports & Outdoors,Easy to use and durable.,5,Positive
4716121,Long-Wear Matte Lipstick,Beauty,Poor quality and broke quickly.,1,Negative
7307260,Natural Shampoo Set,Beauty,Decent value for the money.,3,Neutral
9274176,Board Game Bundle,Toys & Games,"Average product, nothing stands out.",4,Neutral
2402283,Wireless Bluetooth Earbuds,Electronics,"Average product, nothing stands out.",3,Neutral
3900407,Portable Power Bank,Electronics,"Does the job, but not impressed.",2,Negative
8261104,Water Bottle,Sports & Outdoors,Fast shipping and great packaging.,5,Positive
4589130,Stainless Steel Blender,Home & Kitchen,Easy to use and durable.,5,Positive
3900407,Portable Power Bank,Electronics,Great product! Works perfectly.,5,Positive
4716121,Long-Wear Matte Lipstick,Beauty,Poor quality and broke quickly.,1,Negative
9757659,LEGO Building Kit,Toys & Games,Exactly what I needed!,4,Neutral
4589130,Stainless Steel Blender,Home & Kitchen,Worst purchase I've made.,2,Negative
4442583,Hydrating Facial Serum,Beauty,Well worth the price!,5,Positive
4795734,Children's Picture Book,Books,"Works, but not as described.",3,Neutral
6224586,Leather Crossbody Bag,Fashion,Fast shipping and great packaging.,5,Positive
964279,Smartwatch Fitness Tracker,Electronics,"It's okay, nothing special.",3,Neutral
4657153,Remote Control Car,Toys & Games,Exactly what I needed!,5,Positive
5413704,Cookbook with Recipes,Books,Great product! Works perfectly.,4,Positive
4257420,Multivitamin Pack,Health & Personal Care,Not as shown online.,1,Negative
4589130,Stainless Steel Blender,Home & Kitchen,Very disappointed with this item.,1,Negative
9274176,Board Game Bundle,Toys & Games,Easy to use and durable.,5,Positive
2180003,Casual Cotton T-Shirt,Fashion,Would not recommend to anyone.,2,Negative
4257420,Multivitamin Pack,Health & Personal Care,Great product! Works perfectly.,5,Positive
2738409,Winter Wool Scarf,Fashion,Highly recommend. Excellent quality.,4,Positive
4515506,Wooden Puzzle Set,Toys & Games,Fast shipping and great packaging.,4,Positive
7882388,Non-Stick Frying Pan,Home & Kitchen,Fast shipping and great packaging.,5,Positive
8261104,Water Bottle,Sports & Outdoors,"Does the job, but not impressed.",3,Neutral
2765144,Ceramic Coffee Mug,Home & Kitchen,Easy to use and durable.,5,Positive
8261104,Water Bottle,Sports & Outdoors,Poor quality and broke quickly.,2,Negative
5316444,Self-Help Motivational Book,Books,"Average product, nothing stands out.",3,Neutral
4795734,Children's Picture Book,Books,Poor quality and broke quickly.,1,Negative
2180003,Casual Cotton T-Shirt,Fashion,Easy to use and durable.,5,Positive
4589130,Stainless Steel Blender,Home & Kitchen,Easy to use and durable.,5,Positive
4795734,Children's Picture Book,Books,"It's okay, nothing special.",2,Neutral
4442583,Hydrating Facial Serum,Beauty,"It's okay, nothing special.",3,Neutral
7307260,Natural Shampoo Set,Beauty,Well worth the price!,5,Positive
4442583,Hydrating Facial Serum,Beauty,"Average product, nothing stands out.",4,Positive
4257420,Multivitamin Pack,Health & Personal Care,"Not bad, but has some issues.",3,Neutral
8261104,Water Bottle,Sports & Outdoors,"Does the job, but not impressed.",3,Neutral
8261104,Water Bottle,Sports & Outdoors,I'm very satisfied with this purchase.,4,Positive
9263650,Slim Fit Denim Jeans,Fashion,Great product! Works perfectly.,5,Positive
4657153,Remote Control Car,Toys & Games,"Terrible experience, do not buy.",2,Negative
6224586,Leather Crossbody Bag,Fashion,"Average product, nothing stands out.",3,Neutral
2180003,Casual Cotton T-Shirt,Fashion,Fast shipping and great packaging.,4,Positive
8261104,Water Bottle,Sports & Outdoors,"Average product, nothing stands out.",4,Positive
4257420,Multivitamin Pack,Health & Personal Care,"Could be better, but acceptable.",3,Neutral
4716121,Long-Wear Matte Lipstick,Beauty,Great product! Works perfectly.,5,Positive
9640962,Electric Toothbrush,Health & Personal Care,Not as shown online.,1,Negative
3900407,Portable Power Bank,Electronics,"Average product, nothing stands out.",4,Neutral
5237618,LED Desk Lamp,Home & Kitchen,Highly recommend. Excellent quality.,4,Positive
3900407,Portable Power Bank,Electronics,Exactly what I needed!,5,Positive
5316444,Self-Help Motivational Book,Books,"It's okay, nothing special.",3,Neutral
3900407,Portable Power Bank,Electronics,Exactly what I needed!,4,Neutral
3900407,Portable Power Bank,Electronics,Exactly what I needed!,4,Neutral
4257420,Multivitamin Pack,Health & Personal Care,Top-notch build and performance.,5,Positive
3523465,Yoga Mat,Sports & Outdoors,Highly recommend. Excellent quality.,5,Positive
7686351,Hand Sanitizer Gel,Health & Personal Care,I'm very satisfied with this purchase.,4,Positive
4657153,Remote Control Car,Toys & Games,Highly recommend. Excellent quality.,5,Positive
8129390,Mystery Thriller Novel,Books,"It's okay, nothing special.",4,Neutral
5237618,LED Desk Lamp,Home & Kitchen,"Not bad, but has some issues.",3,Neutral
6215130,Noise-Canceling Headphones,Electronics,"Works, but not as described.",3,Neutral
2765144,Ceramic Coffee Mug,Home & Kitchen,Would not recommend to anyone.,2,Negative
5237618,LED Desk Lamp,Home & Kitchen,Fast shipping and great packaging.,5,Positive
3786675,Anti-Aging Night Cream,Beauty,"Average product, nothing stands out.",3,Neutral
7686351,Hand Sanitizer Gel,Health & Personal Care,Did not work as expected.,1,Negative
4795734,Children's Picture Book,Books,Highly recommend. Excellent quality.,4,Positive
9274176,Board Game Bundle,Toys & Games,Highly recommend. Excellent quality.,4,Positive
3523465,Yoga Mat,Sports & Outdoors,Very disappointed with this item.,2,Negative
4589130,Stainless Steel Blender,Home & Kitchen,Poor quality and broke quickly.,2,Negative
8261104,Water Bottle,Sports & Outdoors,Great product! Works perfectly.,5,Positive
9274176,Board Game Bundle,Toys & Games,Exactly what I needed!,5,Positive
3628113,Hiking Backpack,Sports & Outdoors,Great product! Works perfectly.,4,Positive
4589130,Stainless Steel Blender,Home & Kitchen,Fast shipping and great packaging.,5,Positive
4795734,Children's Picture Book,Books,"It's okay, nothing special.",4,Positive
260609,Resistance Exercise Bands,Sports & Outdoors,"Does the job, but not impressed.",3,Neutral
4657153,Remote Control Car,Toys & Games,Fast shipping and great packaging.,5,Positive
3628113,Hiking Backpack,Sports & Outdoors,Great product! Works perfectly.,5,Positive
6224586,Leather Crossbody Bag,Fashion,"Does the job, but not impressed.",3,Neutral
6224586,Leather Crossbody Bag,Fashion,Very disappointed with this item.,2,Neutral
2180003,Casual Cotton T-Shirt,Fashion,"It's okay, nothing special.",3,Neutral
5413704,Cookbook with Recipes,Books,"It's okay, nothing special.",4,Positive
6215130,Noise-Canceling Headphones,Electronics,Exactly what I needed!,5,Positive
4795734,Children's Picture Book,Books,Exactly what I needed!,4,Positive
4589130,Stainless Steel Blender,Home & Kitchen,"Average product, nothing stands out.",4,Neutral
3628113,Hiking Backpack,Sports & Outdoors,"It's okay, nothing special.",2,Negative
5316444,Self-Help Motivational Book,Books,I'm very satisfied with this purchase.,4,Neutral
2738409,Winter Wool Scarf,Fashion,"It's okay, nothing special.",3,Neutral
3523465,Yoga Mat,Sports & Outdoors,Worst purchase I've made.,2,Negative
3900407,Portable Power Bank,Electronics,Fast shipping and great packaging.,4,Positive
7882388,Non-Stick Frying Pan,Home & Kitchen,"Terrible experience, do not buy.",1,Negative
3786675,Anti-Aging Night Cream,Beauty,Poor quality and broke quickly.,2,Negative
3523465,Yoga Mat,Sports & Outdoors,Well worth the price!,5,Positive
7307260,Natural Shampoo Set,Beauty,"Not bad, but has some issues.",3,Neutral
6215130,Noise-Canceling Headphones,Electronics,"Works, but not as described.",3,Neutral
7686351,Hand Sanitizer Gel,Health & Personal Care,"It's okay, nothing special.",3,Neutral
4515506,Wooden Puzzle Set,Toys & Games,"Could be better, but acceptable.",3,Neutral
2765144,Ceramic Coffee Mug,Home & Kitchen,Easy to use and durable.,5,Positive
6843264,Memory Foam Pillow,Health & Personal Care,Decent value for the money.,3,Neutral
6843264,Memory Foam Pillow,Health & Personal Care,Worst purchase I've made.,2,Negative
2180003,Casual Cotton T-Shirt,Fashion,Decent value for the money.,3,Neutral
8129390,Mystery Thriller Novel,Books,Well worth the price!,5,Positive
4589130,Stainless Steel Blender,Home & Kitchen,I'm very satisfied with this purchase.,4,Positive
8261104,Water Bottle,Sports & Outdoors,"Does the job, but not impressed.",2,Negative
3523465,Yoga Mat,Sports & Outdoors,I'm very satisfied with this purchase.,5,Positive
9274176,Board Game Bundle,Toys & Games,"Average product, nothing stands out.",4,Positive
964279,Smartwatch Fitness Tracker,Electronics,"Works, but not as described.",3,Neutral
3523465,Yoga Mat,Sports & Outdoors,I'm very satisfied with this purchase.,4,Positive
8261104,Water Bottle,Sports & Outdoors,Worst purchase I've made.,1,Negative
3523465,Yoga Mat,Sports & Outdoors,"It's okay, nothing special.",4,Positive
7686351,Hand Sanitizer Gel,Health & Personal Care,"Average product, nothing stands out.",4,Neutral
7882388,Non-Stick Frying Pan,Home & Kitchen,Great product! Works perfectly.,4,Neutral
9263650,Slim Fit Denim Jeans,Fashion,"Terrible experience, do not buy.",2,Neutral
6224586,Leather Crossbody Bag,Fashion,Would not recommend to anyone.,2,Negative
8129390,Mystery Thriller Novel,Books,"Not bad, but has some issues.",3,Neutral
2765144,Ceramic Coffee Mug,Home & Kitchen,Exactly what I needed!,5,Positive
2765144,Ceramic Coffee Mug,Home & Kitchen,"It's okay, nothing special.",4,Neutral
4515506,Wooden Puzzle Set,Toys & Games,Top-notch build and performance.,5,Positive
7882388,Non-Stick Frying Pan,Home & Kitchen,Great product! Works perfectly.,5,Positive
6224586,Leather Crossbody Bag,Fashion,"Could be better, but acceptable.",3,Neutral
7686351,Hand Sanitizer Gel,Health & Personal Care,Exactly what I needed!,5,Positive
2765144,Ceramic Coffee Mug,Home & Kitchen,Very disappointed with this item.,2,Neutral
5237618,LED Desk Lamp,Home & Kitchen,Highly recommend. Excellent quality.,4,Positive
9263650,Slim Fit Denim Jeans,Fashion,I'm very satisfied with this purchase.,4,Positive
2738409,Winter Wool Scarf,Fashion,Top-notch build and performance.,5,Positive
6224586,Leather Crossbody Bag,Fashion,Very disappointed with this item.,1,Negative
4716121,Long-Wear Matte Lipstick,Beauty,Exactly what I needed!,5,Positive
3786675,Anti-Aging Night Cream,Beauty,Very disappointed with this item.,2,Neutral
9640962,Electric Toothbrush,Health & Personal Care,Not as shown online.,1,Negative
9640962,Electric Toothbrush,Health & Personal Care,Poor quality and broke quickly.,2,Negative
3900407,Portable Power Bank,Electronics,Would not recommend to anyone.,2,Negative
9757659,LEGO Building Kit,Toys & Games,Highly recommend. Excellent quality.,5,Positive
4716121,Long-Wear Matte Lipstick,Beauty,Would not recommend to anyone.,2,Negative
6224586,Leather Crossbody Bag,Fashion,Top-notch build and performance.,5,Positive
5413704,Cookbook with Recipes,Books,Fast shipping and great packaging.,5,Positive
4589130,Stainless Steel Blender,Home & Kitchen,Great product! Works perfectly.,5,Positive
4716121,Long-Wear Matte Lipstick,Beauty,Exactly what I needed!,5,Positive
2402283,Wireless Bluetooth Earbuds,Electronics,Easy to use and durable.,5,Positive
5413704,Cookbook with Recipes,Books,Highly recommend. Excellent quality.,4,Positive
4795734,Children's Picture Book,Books,Fast shipping and great packaging.,4,Positive
8129390,Mystery Thriller Novel,Books,Exactly what I needed!,4,Positive
5316444,Self-Help Motivational Book,Books,Great product! Works perfectly.,4,Positive
3523465,Yoga Mat,Sports & Outdoors,"Could be better, but acceptable.",3,Neutral
9274176,Board Game Bundle,Toys & Games,"Could be better, but acceptable.",3,Neutral
9274176,Board Game Bundle,Toys & Games,Poor quality and broke quickly.,2,Neutral
3628113,Hiking Backpack,Sports & Outdoors,"It's okay, nothing special.",2,Negative
5237618,LED Desk Lamp,Home & Kitchen,Highly recommend. Excellent quality.,4,Positive
6843264,Memory Foam Pillow,Health & Personal Care,Highly recommend. Excellent quality.,5,Positive
9263650,Slim Fit Denim Jeans,Fashion,"Does the job, but not impressed.",3,Neutral
5413704,Cookbook with Recipes,Books,"Does the job, but not impressed.",4,Positive
6843264,Memory Foam Pillow,Health & Personal Care,"Works, but not as described.",3,Neutral
9274176,Board Game Bundle,Toys & Games,"Works, but not as described.",3,Neutral
6843264,Memory Foam Pillow,Health & Personal Care,Exactly what I needed!,4,Neutral
4589130,Stainless Steel Blender,Home & Kitchen,"Could be better, but acceptable.",3,Neutral
